TIME,COUNTRY,AGE,VALUE
2017,Estonia,75 years or over,5638
2017,Ireland,Total,22879
2017,Ireland,Less than 6 years,23753
2017,Ireland,From 6 to 11 years,21258
2017,Ireland,From 11 to 15 years,0
2017,Ireland,From 12 to 17 years,19955
2017,Ireland,Less than 16 years,21643
2017,Ireland,From 16 to 24 years,20032
2017,Ireland,From 16 to 64 years,23971
2017,Ireland,16 years or over,23251
2017,Ireland,Less than 18 years,21300
2017,Ireland,From 18 to 24 years,20360
2017,Ireland,From 18 to 64 years,24411
2017,Ireland,18 years or over,23398
2017,Ireland,From 25 to 49 years,25432
2017,Ireland,From 25 to 54 years,25407
2017,Ireland,From 50 to 64 years,24853
2017,Ireland,From 55 to 64 years,24696
2017,Ireland,Less than 60 years,23483
2017,Ireland,60 years or over,20573
2017,Ireland,Less than 65 years,23464
2017,Ireland,From 65 to 74 years,0
2017,Ireland,65 years or over,19790
2017,Ireland,Less than 75 years,23242
2017,Ireland,75 years or over,18307
2017,Greece,Total,7600
2017,Greece,Less than 6 years,7567
2017,Greece,From 6 to 11 years,6938
2017,Greece,From 11 to 15 years,0
2017,Greece,From 12 to 17 years,6477
2017,Greece,Less than 16 years,7020
2017,Greece,From 16 to 24 years,6606
2017,Greece,From 16 to 64 years,7660
2017,Greece,16 years or over,7720
2017,Greece,Less than 18 years,6938
2017,Greece,From 18 to 24 years,6694
2017,Greece,From 18 to 64 years,7717
2017,Greece,18 years or over,7753
2017,Greece,From 25 to 49 years,7656
2017,Greece,From 25 to 54 years,7717
2017,Greece,From 50 to 64 years,8150
2017,Greece,From 55 to 64 years,8238
2017,Greece,Less than 60 years,7470
2017,Greece,60 years or over,7841
2017,Greece,Less than 65 years,7525
2017,Greece,From 65 to 74 years,0
2017,Greece,65 years or over,7800
2017,Greece,Less than 75 years,7638
2017,Greece,75 years or over,7450
2017,Spain,Total,14203
2017,Spain,Less than 6 years,14202
2017,Spain,From 6 to 11 years,12537
2017,Spain,From 11 to 15 years,0
2017,Spain,From 12 to 17 years,12436
2017,Spain,Less than 16 years,13171
2017,Spain,From 16 to 24 years,12538
2017,Spain,From 16 to 64 years,14563
2017,Spain,16 years or over,14393
2017,Spain,Less than 18 years,13063
2017,Spain,From 18 to 24 years,12538
2017,Spain,From 18 to 64 years,14631
2017,Spain,18 years or over,14437
2017,Spain,From 25 to 49 years,14563
2017,Spain,From 25 to 54 years,14586
2017,Spain,From 50 to 64 years,15675
2017,Spain,From 55 to 64 years,16290
2017,Spain,Less than 60 years,14160
2017,Spain,60 years or over,14375
2017,Spain,Less than 65 years,14312
2017,Spain,From 65 to 74 years,0
2017,Spain,65 years or over,13972
2017,Spain,Less than 75 years,14409
2017,Spain,75 years or over,12828
2017,France,Total,21960
2017,France,Less than 6 years,20559
2017,France,From 6 to 11 years,19854
2017,France,From 11 to 15 years,0
2017,France,From 12 to 17 years,20004
2017,France,Less than 16 years,20188
2017,France,From 16 to 24 years,19898
2017,France,From 16 to 64 years,22329
2017,France,16 years or over,22396
2017,France,Less than 18 years,20139
2017,France,From 18 to 24 years,19942
2017,France,From 18 to 64 years,22461
2017,France,18 years or over,22495
2017,France,From 25 to 49 years,22322
2017,France,From 25 to 54 years,22442
2017,France,From 50 to 64 years,24003
2017,France,From 55 to 64 years,24327
2017,France,Less than 60 years,21728
2017,France,60 years or over,22971
2017,France,Less than 65 years,21880
2017,France,From 65 to 74 years,0
2017,France,65 years or over,22605
2017,France,Less than 75 years,21999
2017,France,75 years or over,21345
2017,Croatia,Total,6210
2017,Croatia,Less than 6 years,6410
2017,Croatia,From 6 to 11 years,5963
2017,Croatia,From 11 to 15 years,0
2017,Croatia,From 12 to 17 years,5513
2017,Croatia,Less than 16 years,5999
2017,Croatia,From 16 to 24 years,5968
2017,Croatia,From 16 to 64 years,6574
2017,Croatia,16 years or over,6256
2017,Croatia,Less than 18 years,5940
2017,Croatia,From 18 to 24 years,6089
2017,Croatia,From 18 to 64 years,6619
2017,Croatia,18 years or over,6266
2017,Croatia,From 25 to 49 years,6838
2017,Croatia,From 25 to 54 years,6807
2017,Croatia,From 50 to 64 years,6455
2017,Croatia,From 55 to 64 years,6376
2017,Croatia,Less than 60 years,6493
2017,Croatia,60 years or over,5490
2017,Croatia,Less than 65 years,6460
2017,Croatia,From 65 to 74 years,0
2017,Croatia,65 years or over,5285
2017,Croatia,Less than 75 years,6332
2017,Croatia,75 years or over,4889
2017,Italy,Total,16542
2017,Italy,Less than 6 years,14756
2017,Italy,From 6 to 11 years,14699
2017,Italy,From 11 to 15 years,0
2017,Italy,From 12 to 17 years,13716
2017,Italy,Less than 16 years,14436
2017,Italy,From 16 to 24 years,14852
2017,Italy,From 16 to 64 years,16957
2017,Italy,16 years or over,16895
2017,Italy,Less than 18 years,14343
2017,Italy,From 18 to 24 years,15330
2017,Italy,From 18 to 64 years,17069
2017,Italy,18 years or over,16972
2017,Italy,From 25 to 49 years,16643
2017,Italy,From 25 to 54 years,16880
2017,Italy,From 50 to 64 years,18389
2017,Italy,From 55 to 64 years,18687
2017,Italy,Less than 60 years,16367
2017,Italy,60 years or over,17048
2017,Italy,Less than 65 years,16484
2017,Italy,From 65 to 74 years,0
2017,Italy,65 years or over,16741
2017,Italy,Less than 75 years,16688
2017,Italy,75 years or over,15851
2017,Cyprus,Total,14497
2017,Cyprus,Less than 6 years,14613
2017,Cyprus,From 6 to 11 years,14877
2017,Cyprus,From 11 to 15 years,0
2017,Cyprus,From 12 to 17 years,13069
2017,Cyprus,Less than 16 years,14248
2017,Cyprus,From 16 to 24 years,13611
2017,Cyprus,From 16 to 64 years,15129
2017,Cyprus,16 years or over,14522
2017,Cyprus,Less than 18 years,14065
2017,Cyprus,From 18 to 24 years,13796
2017,Cyprus,From 18 to 64 years,15186
2017,Cyprus,18 years or over,14581
2017,Cyprus,From 25 to 49 years,15433
2017,Cyprus,From 25 to 54 years,15430
2017,Cyprus,From 50 to 64 years,15495
2017,Cyprus,From 55 to 64 years,15605
2017,Cyprus,Less than 60 years,14907
2017,Cyprus,60 years or over,12656
2017,Cyprus,Less than 65 years,14969
2017,Cyprus,From 65 to 74 years,0
2017,Cyprus,65 years or over,11918
2017,Cyprus,Less than 75 years,14869
2017,Cyprus,75 years or over,10309
2017,Latvia,Total,6607
2017,Latvia,Less than 6 years,7322
2017,Latvia,From 6 to 11 years,6667
2017,Latvia,From 11 to 15 years,0
2017,Latvia,From 12 to 17 years,6095
2017,Latvia,Less than 16 years,6731
2017,Latvia,From 16 to 24 years,6649
2017,Latvia,From 16 to 64 years,7383
2017,Latvia,16 years or over,6604
2017,Latvia,Less than 18 years,6706
2017,Latvia,From 18 to 24 years,6737
2017,Latvia,From 18 to 64 years,7437
2017,Latvia,18 years or over,6605
2017,Latvia,From 25 to 49 years,7953
2017,Latvia,From 25 to 54 years,7873
2017,Latvia,From 50 to 64 years,7023
2017,Latvia,From 55 to 64 years,6723
2017,Latvia,Less than 60 years,7322
2017,Latvia,60 years or over,4684
2017,Latvia,Less than 65 years,7255
2017,Latvia,From 65 to 74 years,0
2017,Latvia,65 years or over,4429
2017,Latvia,Less than 75 years,7017
2017,Latvia,75 years or over,4072
2017,Lithuania,Total,6134
2017,Lithuania,Less than 6 years,6389
2017,Lithuania,From 6 to 11 years,5451
2017,Lithuania,From 11 to 15 years,0
2017,Lithuania,From 12 to 17 years,5543
2017,Lithuania,Less than 16 years,5754
2017,Lithuania,From 16 to 24 years,5843
2017,Lithuania,From 16 to 64 years,6790
2017,Lithuania,16 years or over,6212
2017,Lithuania,Less than 18 years,5724
2017,Lithuania,From 18 to 24 years,6007
2017,Lithuania,From 18 to 64 years,6839
2017,Lithuania,18 years or over,6225
2017,Lithuania,From 25 to 49 years,7019
2017,Lithuania,From 25 to 54 years,6996
2017,Lithuania,From 50 to 64 years,6919
2017,Lithuania,From 55 to 64 years,6881
2017,Lithuania,Less than 60 years,6561
2017,Lithuania,60 years or over,4794
2017,Lithuania,Less than 65 years,6561
2017,Lithuania,From 65 to 74 years,0
2017,Lithuania,65 years or over,4549
2017,Lithuania,Less than 75 years,6392
2017,Lithuania,75 years or over,4245
2017,Luxembourg,Total,36315
2017,Luxembourg,Less than 6 years,32710
2017,Luxembourg,From 6 to 11 years,33887
2017,Luxembourg,From 11 to 15 years,0
2017,Luxembourg,From 12 to 17 years,32203
2017,Luxembourg,Less than 16 years,33046
2017,Luxembourg,From 16 to 24 years,30995
2017,Luxembourg,From 16 to 64 years,36219
2017,Luxembourg,16 years or over,36901
2017,Luxembourg,Less than 18 years,32627
2017,Luxembourg,From 18 to 24 years,31374
2017,Luxembourg,From 18 to 64 years,36585
2017,Luxembourg,18 years or over,37203
2017,Luxembourg,From 25 to 49 years,37362
2017,Luxembourg,From 25 to 54 years,36910
2017,Luxembourg,From 50 to 64 years,38595
2017,Luxembourg,From 55 to 64 years,39578
2017,Luxembourg,Less than 60 years,35150
2017,Luxembourg,60 years or over,40396
2017,Luxembourg,Less than 65 years,35685
2017,Luxembourg,From 65 to 74 years,0
2017,Luxembourg,65 years or over,39581
2017,Luxembourg,Less than 75 years,36183
2017,Luxembourg,75 years or over,39510
2017,Hungary,Total,4988
2017,Hungary,Less than 6 years,4431
2017,Hungary,From 6 to 11 years,4626
2017,Hungary,From 11 to 15 years,0
2017,Hungary,From 12 to 17 years,4059
2017,Hungary,Less than 16 years,4411
2017,Hungary,From 16 to 24 years,4451
2017,Hungary,From 16 to 64 years,5151
2017,Hungary,16 years or over,5089
2017,Hungary,Less than 18 years,4390
2017,Hungary,From 18 to 24 years,4549
2017,Hungary,From 18 to 64 years,5196
2017,Hungary,18 years or over,5108
2017,Hungary,From 25 to 49 years,5338
2017,Hungary,From 25 to 54 years,5344
2017,Hungary,From 50 to 64 years,5209
2017,Hungary,From 55 to 64 years,5089
2017,Hungary,Less than 60 years,5009
2017,Hungary,60 years or over,4919
2017,Hungary,Less than 65 years,5001
2017,Hungary,From 65 to 74 years,0
2017,Hungary,65 years or over,4917
2017,Hungary,Less than 75 years,5001
2017,Hungary,75 years or over,4827
2017,Malta,Total,14522
2017,Malta,Less than 6 years,15144
2017,Malta,From 6 to 11 years,13490
2017,Malta,From 11 to 15 years,0
2017,Malta,From 12 to 17 years,12535
2017,Malta,Less than 16 years,13792
2017,Malta,From 16 to 24 years,14675
2017,Malta,From 16 to 64 years,15816
2017,Malta,16 years or over,14627
2017,Malta,Less than 18 years,13732
2017,Malta,From 18 to 24 years,15272
2017,Malta,From 18 to 64 years,15920
2017,Malta,18 years or over,14648
2017,Malta,From 25 to 49 years,16661
2017,Malta,From 25 to 54 years,16624
2017,Malta,From 50 to 64 years,14948
2017,Malta,From 55 to 64 years,14375
2017,Malta,Less than 60 years,15661
2017,Malta,60 years or over,11574
2017,Malta,Less than 65 years,15466
2017,Malta,From 65 to 74 years,0
2017,Malta,65 years or over,11057
2017,Malta,Less than 75 years,14903
2017,Malta,75 years or over,10681
2017,Netherlands,Total,23561
2017,Netherlands,Less than 6 years,25263
2017,Netherlands,From 6 to 11 years,24026
2017,Netherlands,From 11 to 15 years,0
2017,Netherlands,From 12 to 17 years,21891
2017,Netherlands,Less than 16 years,23893
2017,Netherlands,From 16 to 24 years,20603
2017,Netherlands,From 16 to 64 years,24854
2017,Netherlands,16 years or over,23509
2017,Netherlands,Less than 18 years,23532
2017,Netherlands,From 18 to 24 years,20069
2017,Netherlands,From 18 to 64 years,24991
2017,Netherlands,18 years or over,23581
2017,Netherlands,From 25 to 49 years,25816
2017,Netherlands,From 25 to 54 years,25827
2017,Netherlands,From 50 to 64 years,25814
2017,Netherlands,From 55 to 64 years,25778
2017,Netherlands,Less than 60 years,24616
2017,Netherlands,60 years or over,20566
2017,Netherlands,Less than 65 years,24616
2017,Netherlands,From 65 to 74 years,0
2017,Netherlands,65 years or over,19834
2017,Netherlands,Less than 75 years,24212
2017,Netherlands,75 years or over,18509
2017,Austria,Total,24752
2017,Austria,Less than 6 years,21167
2017,Austria,From 6 to 11 years,21937
2017,Austria,From 11 to 15 years,0
2017,Austria,From 12 to 17 years,22537
2017,Austria,Less than 16 years,21483
2017,Austria,From 16 to 24 years,24391
2017,Austria,From 16 to 64 years,26012
2017,Austria,16 years or over,25549
2017,Austria,Less than 18 years,21647
2017,Austria,From 18 to 24 years,24581
2017,Austria,From 18 to 64 years,26090
2017,Austria,18 years or over,25644
2017,Austria,From 25 to 49 years,25202
2017,Austria,From 25 to 54 years,26016
2017,Austria,From 50 to 64 years,28257
2017,Austria,From 55 to 64 years,27784
2017,Austria,Less than 60 years,24795
2017,Austria,60 years or over,24675
2017,Austria,Less than 65 years,24948
2017,Austria,From 65 to 74 years,0
2017,Austria,65 years or over,24101
2017,Austria,Less than 75 years,24978
2017,Austria,75 years or over,23208
2017,Poland,Total,5945
2017,Poland,Less than 6 years,6249
2017,Poland,From 6 to 11 years,5891
2017,Poland,From 11 to 15 years,0
2017,Poland,From 12 to 17 years,5375
2017,Poland,Less than 16 years,5914
2017,Poland,From 16 to 24 years,5349
2017,Poland,From 16 to 64 years,6091
2017,Poland,16 years or over,5962
2017,Poland,Less than 18 years,5868
2017,Poland,From 18 to 24 years,5393
2017,Poland,From 18 to 64 years,6132
2017,Poland,18 years or over,5974
2017,Poland,From 25 to 49 years,6352
2017,Poland,From 25 to 54 years,6337
2017,Poland,From 50 to 64 years,6016
2017,Poland,From 55 to 64 years,5912
2017,Poland,Less than 60 years,6052
2017,Poland,60 years or over,5693
2017,Poland,Less than 65 years,6039
2017,Poland,From 65 to 74 years,0
2017,Poland,65 years or over,5617
2017,Poland,Less than 75 years,5984
2017,Poland,75 years or over,5530
2017,Portugal,Total,9071
2017,Portugal,Less than 6 years,9444
2017,Portugal,From 6 to 11 years,8969
2017,Portugal,From 11 to 15 years,0
2017,Portugal,From 12 to 17 years,7976
2017,Portugal,Less than 16 years,8969
2017,Portugal,From 16 to 24 years,8160
2017,Portugal,From 16 to 64 years,9274
2017,Portugal,16 years or over,9100
2017,Portugal,Less than 18 years,8765
2017,Portugal,From 18 to 24 years,8310
2017,Portugal,From 18 to 64 years,9330
2017,Portugal,18 years or over,9150
2017,Portugal,From 25 to 49 years,9600
2017,Portugal,From 25 to 54 years,9511
2017,Portugal,From 50 to 64 years,9295
2017,Portugal,From 55 to 64 years,9382
2017,Portugal,Less than 60 years,9212
2017,Portugal,60 years or over,8689
2017,Portugal,Less than 65 years,9230
2017,Portugal,From 65 to 74 years,0
2017,Portugal,65 years or over,8509
2017,Portugal,Less than 75 years,9231
2017,Portugal,75 years or over,7777
2017,Romania,Total,2742
2017,Romania,Less than 6 years,2548
2017,Romania,From 6 to 11 years,2474
2017,Romania,From 11 to 15 years,0
2017,Romania,From 12 to 17 years,2096
2017,Romania,Less than 16 years,2346
2017,Romania,From 16 to 24 years,2286
2017,Romania,From 16 to 64 years,2879
2017,Romania,16 years or over,2834
2017,Romania,Less than 18 years,2309
2017,Romania,From 18 to 24 years,2320
2017,Romania,From 18 to 64 years,2906
2017,Romania,18 years or over,2845
2017,Romania,From 25 to 49 years,2980
2017,Romania,From 25 to 54 years,2994
2017,Romania,From 50 to 64 years,3028
2017,Romania,From 55 to 64 years,3026
2017,Romania,Less than 60 years,2748
2017,Romania,60 years or over,2719
2017,Romania,Less than 65 years,2777
2017,Romania,From 65 to 74 years,0
2017,Romania,65 years or over,2628
2017,Romania,Less than 75 years,2792
2017,Romania,75 years or over,2405
2017,Slovenia,Total,12713
2017,Slovenia,Less than 6 years,12739
2017,Slovenia,From 6 to 11 years,13125
2017,Slovenia,From 11 to 15 years,0
2017,Slovenia,From 12 to 17 years,12142
2017,Slovenia,Less than 16 years,12751
2017,Slovenia,From 16 to 24 years,12567
2017,Slovenia,From 16 to 64 years,13060
2017,Slovenia,16 years or over,12709
2017,Slovenia,Less than 18 years,12667
2017,Slovenia,From 18 to 24 years,12669
2017,Slovenia,From 18 to 64 years,13098
2017,Slovenia,18 years or over,12733
2017,Slovenia,From 25 to 49 years,13218
2017,Slovenia,From 25 to 54 years,13303
2017,Slovenia,From 50 to 64 years,13004
2017,Slovenia,From 55 to 64 years,12407
2017,Slovenia,Less than 60 years,13088
2017,Slovenia,60 years or over,11479
2017,Slovenia,Less than 65 years,13000
2017,Slovenia,From 65 to 74 years,0
2017,Slovenia,65 years or over,11379
2017,Slovenia,Less than 75 years,12856
2017,Slovenia,75 years or over,11008
2017,Slovakia,Total,7183
2017,Slovakia,Less than 6 years,6692
2017,Slovakia,From 6 to 11 years,6673
2017,Slovakia,From 11 to 15 years,0
2017,Slovakia,From 12 to 17 years,6004
2017,Slovakia,Less than 16 years,6503
2017,Slovakia,From 16 to 24 years,6907
2017,Slovakia,From 16 to 64 years,7475
2017,Slovakia,16 years or over,7310
2017,Slovakia,Less than 18 years,6420
2017,Slovakia,From 18 to 24 years,7115
2017,Slovakia,From 18 to 64 years,7523
2017,Slovakia,18 years or over,7353
2017,Slovakia,From 25 to 49 years,7553
2017,Slovakia,From 25 to 54 years,7607
2017,Slovakia,From 50 to 64 years,7690
2017,Slovakia,From 55 to 64 years,7610
2017,Slovakia,Less than 60 years,7306
2017,Slovakia,60 years or over,6755
2017,Slovakia,Less than 65 years,7309
2017,Slovakia,From 65 to 74 years,0
2017,Slovakia,65 years or over,6533
2017,Slovakia,Less than 75 years,7264
2017,Slovakia,75 years or over,6133
2017,Finland,Total,23987
2017,Finland,Less than 6 years,22564
2017,Finland,From 6 to 11 years,24195
2017,Finland,From 11 to 15 years,0
2017,Finland,From 12 to 17 years,23238
2017,Finland,Less than 16 years,23529
2017,Finland,From 16 to 24 years,20389
2017,Finland,From 16 to 64 years,25412
2017,Finland,16 years or over,24101
2017,Finland,Less than 18 years,23341
2017,Finland,From 18 to 24 years,19791
2017,Finland,From 18 to 64 years,25561
2017,Finland,18 years or over,24178
2017,Finland,From 25 to 49 years,25701
2017,Finland,From 25 to 54 years,26190
2017,Finland,From 50 to 64 years,27828
2017,Finland,From 55 to 64 years,27604
2017,Finland,Less than 60 years,24751
2017,Finland,60 years or over,21909
2017,Finland,Less than 65 years,24890
2017,Finland,From 65 to 74 years,0
2017,Finland,65 years or over,20824
2017,Finland,Less than 75 years,24574
2017,Finland,75 years or over,18410
2017,Sweden,Total,25376
2017,Sweden,Less than 6 years,23393
2017,Sweden,From 6 to 11 years,25092
2017,Sweden,From 11 to 15 years,0
2017,Sweden,From 12 to 17 years,24406
2017,Sweden,Less than 16 years,24233
2017,Sweden,From 16 to 24 years,22580
2017,Sweden,From 16 to 64 years,27334
2017,Sweden,16 years or over,25747
2017,Sweden,Less than 18 years,24165
2017,Sweden,From 18 to 24 years,22328
2017,Sweden,From 18 to 64 years,27514
2017,Sweden,18 years or over,25840
2017,Sweden,From 25 to 49 years,26712
2017,Sweden,From 25 to 54 years,27230
2017,Sweden,From 50 to 64 years,32353
2017,Sweden,From 55 to 64 years,33121
2017,Sweden,Less than 60 years,26183
2017,Sweden,60 years or over,22673
2017,Sweden,Less than 65 years,26593
2017,Sweden,From 65 to 74 years,0
2017,Sweden,65 years or over,20853
2017,Sweden,Less than 75 years,26324
2017,Sweden,75 years or over,18144
2017,Iceland,Total,33874
2017,Iceland,Less than 6 years,29273
2017,Iceland,From 6 to 11 years,32393
2017,Iceland,From 11 to 15 years,0
2017,Iceland,From 12 to 17 years,33295
2017,Iceland,Less than 16 years,31462
2017,Iceland,From 16 to 24 years,35059
2017,Iceland,From 16 to 64 years,35404
2017,Iceland,16 years or over,34798
2017,Iceland,Less than 18 years,31617
2017,Iceland,From 18 to 24 years,35381
2017,Iceland,From 18 to 64 years,35462
2017,Iceland,18 years or over,34807
2017,Iceland,From 25 to 49 years,33309
2017,Iceland,From 25 to 54 years,34314
2017,Iceland,From 50 to 64 years,40270
2017,Iceland,From 55 to 64 years,40902
2017,Iceland,Less than 60 years,33973
2017,Iceland,60 years or over,33638
2017,Iceland,Less than 65 years,34281
2017,Iceland,From 65 to 74 years,0
2017,Iceland,65 years or over,31584
2017,Iceland,Less than 75 years,34314
2017,Iceland,75 years or over,26154
2017,Norway,Total,38471
2017,Norway,Less than 6 years,36418
2017,Norway,From 6 to 11 years,36901
2017,Norway,From 11 to 15 years,0
2017,Norway,From 12 to 17 years,34904
2017,Norway,Less than 16 years,36399
2017,Norway,From 16 to 24 years,30331
2017,Norway,From 16 to 64 years,40122
2017,Norway,16 years or over,38918
2017,Norway,Less than 18 years,36185
2017,Norway,From 18 to 24 years,28941
2017,Norway,From 18 to 64 years,40462
2017,Norway,18 years or over,39118
2017,Norway,From 25 to 49 years,39321
2017,Norway,From 25 to 54 years,40018
2017,Norway,From 50 to 64 years,47193
2017,Norway,From 55 to 64 years,48617
2017,Norway,Less than 60 years,38569
2017,Norway,60 years or over,37933
2017,Norway,Less than 65 years,39193
2017,Norway,From 65 to 74 years,0
2017,Norway,65 years or over,35550
2017,Norway,Less than 75 years,39193
2017,Norway,75 years or over,30277
2017,Switzerland,Total,43741
2017,Switzerland,Less than 6 years,38031
2017,Switzerland,From 6 to 11 years,39235
2017,Switzerland,From 11 to 15 years,0
2017,Switzerland,From 12 to 17 years,39648
2017,Switzerland,Less than 16 years,38694
2017,Switzerland,From 16 to 24 years,42866
2017,Switzerland,From 16 to 64 years,46932
2017,Switzerland,16 years or over,44819
2017,Switzerland,Less than 18 years,38852
2017,Switzerland,From 18 to 24 years,43227
2017,Switzerland,From 18 to 64 years,47037
2017,Switzerland,18 years or over,44937
2017,Switzerland,From 25 to 49 years,46906
2017,Switzerland,From 25 to 54 years,47160
2017,Switzerland,From 50 to 64 years,49251
2017,Switzerland,From 55 to 64 years,50087
2017,Switzerland,Less than 60 years,44803
2017,Switzerland,60 years or over,39864
2017,Switzerland,Less than 65 years,45157
2017,Switzerland,From 65 to 74 years,0
2017,Switzerland,65 years or over,37448
2017,Switzerland,Less than 75 years,44542
2017,Switzerland,75 years or over,34739
2017,United Kingdom,Total,20995
2017,United Kingdom,Less than 6 years,18723
2017,United Kingdom,From 6 to 11 years,18565
2017,United Kingdom,From 11 to 15 years,0
2017,United Kingdom,From 12 to 17 years,17840
2017,United Kingdom,Less than 16 years,18347
2017,United Kingdom,From 16 to 24 years,19732
2017,United Kingdom,From 16 to 64 years,22517
2017,United Kingdom,16 years or over,21603
2017,United Kingdom,Less than 18 years,18307
2017,United Kingdom,From 18 to 24 years,20244
2017,United Kingdom,From 18 to 64 years,22692
2017,United Kingdom,18 years or over,21758
2017,United Kingdom,From 25 to 49 years,22881
2017,United Kingdom,From 25 to 54 years,23281
2017,United Kingdom,From 50 to 64 years,23478
2017,United Kingdom,From 55 to 64 years,22672
2017,United Kingdom,Less than 60 years,21387
2017,United Kingdom,60 years or over,19598
2017,United Kingdom,Less than 65 years,21412
2017,United Kingdom,From 65 to 74 years,0
2017,United Kingdom,65 years or over,18969
2017,United Kingdom,Less than 75 years,21349
2017,United Kingdom,75 years or over,17708
2017,North Macedonia,Total,2439
2017,North Macedonia,Less than 6 years,2230
2017,North Macedonia,From 6 to 11 years,2156
2017,North Macedonia,From 11 to 15 years,0
2017,North Macedonia,From 12 to 17 years,1840
2017,North Macedonia,Less than 16 years,2113
2017,North Macedonia,From 16 to 24 years,2132
2017,North Macedonia,From 16 to 64 years,2488
2017,North Macedonia,16 years or over,2528
2017,North Macedonia,Less than 18 years,2071
2017,North Macedonia,From 18 to 24 years,2195
2017,North Macedonia,From 18 to 64 years,2525
2017,North Macedonia,18 years or over,2559
2017,North Macedonia,From 25 to 49 years,2525
2017,North Macedonia,From 25 to 54 years,2545
2017,North Macedonia,From 50 to 64 years,2724
2017,North Macedonia,From 55 to 64 years,2739
2017,North Macedonia,Less than 60 years,2377
2017,North Macedonia,60 years or over,2724
2017,North Macedonia,Less than 65 years,2408
2017,North Macedonia,From 65 to 74 years,0
2017,North Macedonia,65 years or over,2708
2017,North Macedonia,Less than 75 years,2432
2017,North Macedonia,75 years or over,2585
2017,Serbia,Total,2534
2017,Serbia,Less than 6 years,2518
2017,Serbia,From 6 to 11 years,2384
2017,Serbia,From 11 to 15 years,0
2017,Serbia,From 12 to 17 years,2086
2017,Serbia,Less than 16 years,2337
2017,Serbia,From 16 to 24 years,2274
2017,Serbia,From 16 to 64 years,2534
2017,Serbia,16 years or over,2549
2017,Serbia,Less than 18 years,2301
2017,Serbia,From 18 to 24 years,2307
2017,Serbia,From 18 to 64 years,2559
2017,Serbia,18 years or over,2571
2017,Serbia,From 25 to 49 years,2599
2017,Serbia,From 25 to 54 years,2578
2017,Serbia,From 50 to 64 years,2583
2017,Serbia,From 55 to 64 years,2612
2017,Serbia,Less than 60 years,2485
2017,Serbia,60 years or over,2606
2017,Serbia,Less than 65 years,2510
2017,Serbia,From 65 to 74 years,0
2017,Serbia,65 years or over,2595
2017,Serbia,Less than 75 years,2534
2017,Serbia,75 years or over,2378
2018,Belgium,Total,23686
2018,Belgium,Less than 6 years,24369
2018,Belgium,From 6 to 11 years,23875
2018,Belgium,From 11 to 15 years,0
2018,Belgium,From 12 to 17 years,21871
2018,Belgium,Less than 16 years,23706
2018,Belgium,From 16 to 24 years,22181
2018,Belgium,From 16 to 64 years,24990
2018,Belgium,16 years or over,23676
2018,Belgium,Less than 18 years,23421
2018,Belgium,From 18 to 24 years,22653
2018,Belgium,From 18 to 64 years,25331
2018,Belgium,18 years or over,23752
2018,Belgium,From 25 to 49 years,25932
2018,Belgium,From 25 to 54 years,25866
2018,Belgium,From 50 to 64 years,25535
2018,Belgium,From 55 to 64 years,25235
2018,Belgium,Less than 60 years,24793
2018,Belgium,60 years or over,20057
2018,Belgium,Less than 65 years,24725
2018,Belgium,From 65 to 74 years,0
2018,Belgium,65 years or over,19220
2018,Belgium,Less than 75 years,24263
2018,Belgium,75 years or over,17820
2018,Bulgaria,Total,3590
2018,Bulgaria,Less than 6 years,3526
2018,Bulgaria,From 6 to 11 years,3349
2018,Bulgaria,From 11 to 15 years,0
2018,Bulgaria,From 12 to 17 years,3101
2018,Bulgaria,Less than 16 years,3382
2018,Bulgaria,From 16 to 24 years,3475
2018,Bulgaria,From 16 to 64 years,3909
2018,Bulgaria,16 years or over,3636
2018,Bulgaria,Less than 18 years,3328
2018,Bulgaria,From 18 to 24 years,3619
2018,Bulgaria,From 18 to 64 years,3959
2018,Bulgaria,18 years or over,3649
2018,Bulgaria,From 25 to 49 years,3959
2018,Bulgaria,From 25 to 54 years,3997
2018,Bulgaria,From 50 to 64 years,4076
2018,Bulgaria,From 55 to 64 years,4074
2018,Bulgaria,Less than 60 years,3825
2018,Bulgaria,60 years or over,3057
2018,Bulgaria,Less than 65 years,3824
2018,Bulgaria,From 65 to 74 years,0
2018,Bulgaria,65 years or over,2860
2018,Bulgaria,Less than 75 years,3715
2018,Bulgaria,75 years or over,2577
2018,Czechia,Total,9088
2018,Czechia,Less than 6 years,9015
2018,Czechia,From 6 to 11 years,9442
2018,Czechia,From 11 to 15 years,0
2018,Czechia,From 12 to 17 years,8727
2018,Czechia,Less than 16 years,9139
2018,Czechia,From 16 to 24 years,9117
2018,Czechia,From 16 to 64 years,9876
2018,Czechia,16 years or over,9070
2018,Czechia,Less than 18 years,9064
2018,Czechia,From 18 to 24 years,9235
2018,Czechia,From 18 to 64 years,9922
2018,Czechia,18 years or over,9092
2018,Czechia,From 25 to 49 years,10051
2018,Czechia,From 25 to 54 years,10106
2018,Czechia,From 50 to 64 years,9909
2018,Czechia,From 55 to 64 years,9545
2018,Czechia,Less than 60 years,9753
2018,Czechia,60 years or over,7488
2018,Czechia,Less than 65 years,9707
2018,Czechia,From 65 to 74 years,0
2018,Czechia,65 years or over,7181
2018,Czechia,Less than 75 years,9340
2018,Czechia,75 years or over,6719
2018,Denmark,Total,30104
