"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value"
"2012","Belgium","Total","From 15 to 29 years","Total","Number","2 038 704"
"2012","Belgium","Total","From 15 to 19 years","Total","Number","642 314"
"2012","Belgium","Total","From 20 to 24 years","Total","Number","695 080"
"2012","Belgium","Total","From 25 to 29 years","Total","Number","701 310"
"2012","Bulgaria","Total","From 15 to 29 years","Total","Number","1 324 481"
"2012","Bulgaria","Total","From 15 to 19 years","Total","Number","358 043"
"2012","Bulgaria","Total","From 20 to 24 years","Total","Number","476 084"
"2012","Bulgaria","Total","From 25 to 29 years","Total","Number","490 354"
"2012","Czechia","Total","From 15 to 29 years","Total","Number","1 933 767"
"2012","Czechia","Total","From 15 to 19 years","Total","Number","541 105"
"2012","Czechia","Total","From 20 to 24 years","Total","Number","671 462"
"2012","Czechia","Total","From 25 to 29 years","Total","Number","721 200"
"2012","Denmark","Total","From 15 to 29 years","Total","Number","1 022 790"
"2012","Denmark","Total","From 15 to 19 years","Total","Number","359 125"
"2012","Denmark","Total","From 20 to 24 years","Total","Number","347 475"
"2012","Denmark","Total","From 25 to 29 years","Total","Number","316 190"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 29 years","Total","Number","13 705 430"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Total","Number","4 027 946"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 20 to 24 years","Total","Number","4 822 077"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 25 to 29 years","Total","Number","4 855 407"
"2012","Estonia","Total","From 15 to 29 years","Total","Number","267 086"
"2012","Estonia","Total","From 15 to 19 years","Total","Number","67 687"
"2012","Estonia","Total","From 20 to 24 years","Total","Number","99 383"
"2012","Estonia","Total","From 25 to 29 years","Total","Number","100 016"
"2012","Ireland","Total","From 15 to 29 years","Total","Number","916 304"
"2012","Ireland","Total","From 15 to 19 years","Total","Number","281 092"
"2012","Ireland","Total","From 20 to 24 years","Total","Number","288 296"
"2012","Ireland","Total","From 25 to 29 years","Total","Number","346 916"
"2012","Greece","Total","From 15 to 29 years","Total","Number","1 906 334"
"2012","Greece","Total","From 15 to 19 years","Total","Number","557 552"
"2012","Greece","Total","From 20 to 24 years","Total","Number","628 931"
"2012","Greece","Total","From 25 to 29 years","Total","Number","719 851"
"2012","Spain","Total","From 15 to 29 years","Total","Number","7 769 139"
"2012","Spain","Total","From 15 to 19 years","Total","Number","2 199 410"
"2012","Spain","Total","From 20 to 24 years","Total","Number","2 503 813"
"2012","Spain","Total","From 25 to 29 years","Total","Number","3 065 916"
"2012","France","Total","From 15 to 29 years","Total","Number","11 876 631"
"2012","France","Total","From 15 to 19 years","Total","Number","3 925 548"
"2012","France","Total","From 20 to 24 years","Total","Number","3 987 272"
"2012","France","Total","From 25 to 29 years","Total","Number","3 963 811"
"2012","Croatia","Total","From 15 to 29 years","Total","Number",":"
"2012","Croatia","Total","From 15 to 19 years","Total","Number",":"
"2012","Croatia","Total","From 20 to 24 years","Total","Number",":"
"2012","Croatia","Total","From 25 to 29 years","Total","Number",":"
"2012","Italy","Total","From 15 to 29 years","Total","Number","9 218 888"
"2012","Italy","Total","From 15 to 19 years","Total","Number","2 850 222"
"2012","Italy","Total","From 20 to 24 years","Total","Number","3 068 829"
"2012","Italy","Total","From 25 to 29 years","Total","Number","3 299 837"
"2012","Cyprus","Total","From 15 to 29 years","Total","Number","209 183"
"2012","Cyprus","Total","From 15 to 19 years","Total","Number","62 191"
"2012","Cyprus","Total","From 20 to 24 years","Total","Number","71 833"
"2012","Cyprus","Total","From 25 to 29 years","Total","Number","75 159"
"2012","Latvia","Total","From 15 to 29 years","Total","Number","408 250"
"2012","Latvia","Total","From 15 to 19 years","Total","Number","110 566"
"2012","Latvia","Total","From 20 to 24 years","Total","Number","149 364"
"2012","Latvia","Total","From 25 to 29 years","Total","Number","148 320"
"2012","Lithuania","Total","From 15 to 29 years","Total","Number","608 950"
"2012","Lithuania","Total","From 15 to 19 years","Total","Number","201 882"
"2012","Lithuania","Total","From 20 to 24 years","Total","Number","214 721"
"2012","Lithuania","Total","From 25 to 29 years","Total","Number","192 347"
"2012","Luxembourg","Total","From 15 to 29 years","Total","Number","100 335"
"2012","Luxembourg","Total","From 15 to 19 years","Total","Number","31 557"
"2012","Luxembourg","Total","From 20 to 24 years","Total","Number","32 160"
"2012","Luxembourg","Total","From 25 to 29 years","Total","Number","36 618"
"2012","Hungary","Total","From 15 to 29 years","Total","Number","1 829 544"
"2012","Hungary","Total","From 15 to 19 years","Total","Number","588 428"
"2012","Hungary","Total","From 20 to 24 years","Total","Number","625 648"
"2012","Hungary","Total","From 25 to 29 years","Total","Number","615 468"
"2012","Malta","Total","From 15 to 29 years","Total","Number","85 833"
"2012","Malta","Total","From 15 to 19 years","Total","Number","26 089"
"2012","Malta","Total","From 20 to 24 years","Total","Number","29 457"
"2012","Malta","Total","From 25 to 29 years","Total","Number","30 287"
"2012","Netherlands","Total","From 15 to 29 years","Total","Number","3 058 943"
"2012","Netherlands","Total","From 15 to 19 years","Total","Number","998 095"
"2012","Netherlands","Total","From 20 to 24 years","Total","Number","1 049 537"
"2012","Netherlands","Total","From 25 to 29 years","Total","Number","1 011 311"
"2012","Austria","Total","From 15 to 29 years","Total","Number","1 570 784"
"2012","Austria","Total","From 15 to 19 years","Total","Number","488 368"
"2012","Austria","Total","From 20 to 24 years","Total","Number","529 484"
"2012","Austria","Total","From 25 to 29 years","Total","Number","552 932"
"2012","Poland","Total","From 15 to 29 years","Total","Number","8 192 296"
"2012","Poland","Total","From 15 to 19 years","Total","Number","2 301 999"
"2012","Poland","Total","From 20 to 24 years","Total","Number","2 742 021"
"2012","Poland","Total","From 25 to 29 years","Total","Number","3 148 276"
"2012","Portugal","Total","From 15 to 29 years","Total","Number","1 776 906"
"2012","Portugal","Total","From 15 to 19 years","Total","Number","558 890"
"2012","Portugal","Total","From 20 to 24 years","Total","Number","580 521"
"2012","Portugal","Total","From 25 to 29 years","Total","Number","637 495"
"2012","Romania","Total","From 15 to 29 years","Total","Number",":"
"2012","Romania","Total","From 15 to 19 years","Total","Number",":"
"2012","Romania","Total","From 20 to 24 years","Total","Number",":"
"2012","Romania","Total","From 25 to 29 years","Total","Number",":"
"2012","Slovenia","Total","From 15 to 29 years","Total","Number","364 714"
"2012","Slovenia","Total","From 15 to 19 years","Total","Number","100 129"
"2012","Slovenia","Total","From 20 to 24 years","Total","Number","123 223"
"2012","Slovenia","Total","From 25 to 29 years","Total","Number","141 362"
"2012","Slovakia","Total","From 15 to 29 years","Total","Number","1 163 163"
"2012","Slovakia","Total","From 15 to 19 years","Total","Number","331 895"
"2012","Slovakia","Total","From 20 to 24 years","Total","Number","396 204"
"2012","Slovakia","Total","From 25 to 29 years","Total","Number","435 064"
"2012","Finland","Total","From 15 to 29 years","Total","Number","1 006 085"
"2012","Finland","Total","From 15 to 19 years","Total","Number","327 766"
"2012","Finland","Total","From 20 to 24 years","Total","Number","332 881"
"2012","Finland","Total","From 25 to 29 years","Total","Number","345 438"
"2012","Sweden","Total","From 15 to 29 years","Total","Number","1 838 374"
"2012","Sweden","Total","From 15 to 19 years","Total","Number","592 376"
"2012","Sweden","Total","From 20 to 24 years","Total","Number","650 862"
"2012","Sweden","Total","From 25 to 29 years","Total","Number","595 136"
"2012","Iceland","Total","From 15 to 29 years","Total","Number","69 679"
"2012","Iceland","Total","From 15 to 19 years","Total","Number","23 187"
"2012","Iceland","Total","From 20 to 24 years","Total","Number","23 999"
"2012","Iceland","Total","From 25 to 29 years","Total","Number","22 493"
"2012","Liechtenstein","Total","From 15 to 29 years","Total","Number","6 652"
"2012","Liechtenstein","Total","From 15 to 19 years","Total","Number","2 135"
"2012","Liechtenstein","Total","From 20 to 24 years","Total","Number","2 289"
"2012","Liechtenstein","Total","From 25 to 29 years","Total","Number","2 228"
"2012","Norway","Total","From 15 to 29 years","Total","Number","976 752"
"2012","Norway","Total","From 15 to 19 years","Total","Number","324 712"
"2012","Norway","Total","From 20 to 24 years","Total","Number","330 358"
"2012","Norway","Total","From 25 to 29 years","Total","Number","321 682"
"2012","Switzerland","Total","From 15 to 29 years","Total","Number","1 467 300"
"2012","Switzerland","Total","From 15 to 19 years","Total","Number","447 894"
"2012","Switzerland","Total","From 20 to 24 years","Total","Number","491 602"
"2012","Switzerland","Total","From 25 to 29 years","Total","Number","527 804"
"2012","United Kingdom","Total","From 15 to 29 years","Total","Number","12 581 737"
"2012","United Kingdom","Total","From 15 to 19 years","Total","Number","3 949 351"
"2012","United Kingdom","Total","From 20 to 24 years","Total","Number","4 316 200"
"2012","United Kingdom","Total","From 25 to 29 years","Total","Number","4 316 186"
"2012","North Macedonia","Total","From 15 to 29 years","Total","Number",":"
"2012","North Macedonia","Total","From 15 to 19 years","Total","Number",":"
"2012","North Macedonia","Total","From 20 to 24 years","Total","Number",":"
"2012","North Macedonia","Total","From 25 to 29 years","Total","Number",":"
"2012","Albania","Total","From 15 to 29 years","Total","Number",":"
"2012","Albania","Total","From 15 to 19 years","Total","Number",":"
"2012","Albania","Total","From 20 to 24 years","Total","Number",":"
"2012","Albania","Total","From 25 to 29 years","Total","Number",":"
"2012","Serbia","Total","From 15 to 29 years","Total","Number",":"
"2012","Serbia","Total","From 15 to 19 years","Total","Number",":"
"2012","Serbia","Total","From 20 to 24 years","Total","Number",":"
"2012","Serbia","Total","From 25 to 29 years","Total","Number",":"
"2012","Turkey","Total","From 15 to 29 years","Total","Number",":"
"2012","Turkey","Total","From 15 to 19 years","Total","Number",":"
"2012","Turkey","Total","From 20 to 24 years","Total","Number",":"
"2012","Turkey","Total","From 25 to 29 years","Total","Number",":"
"2012","Andorra","Total","From 15 to 29 years","Total","Number",":"
"2012","Andorra","Total","From 15 to 19 years","Total","Number",":"
"2012","Andorra","Total","From 20 to 24 years","Total","Number",":"
"2012","Andorra","Total","From 25 to 29 years","Total","Number",":"
"2012","Ukraine","Total","From 15 to 29 years","Total","Number",":"
"2012","Ukraine","Total","From 15 to 19 years","Total","Number",":"
"2012","Ukraine","Total","From 20 to 24 years","Total","Number",":"
"2012","Ukraine","Total","From 25 to 29 years","Total","Number",":"
"2012","Montenegro","Total","From 15 to 29 years","Total","Number",":"
"2012","Montenegro","Total","From 15 to 19 years","Total","Number",":"
"2012","Montenegro","Total","From 20 to 24 years","Total","Number",":"
"2012","Montenegro","Total","From 25 to 29 years","Total","Number",":"
"2013","Belgium","Total","From 15 to 29 years","Total","Number","2 042 691"
"2013","Belgium","Total","From 15 to 19 years","Total","Number","635 280"
"2013","Belgium","Total","From 20 to 24 years","Total","Number","703 207"
"2013","Belgium","Total","From 25 to 29 years","Total","Number","704 204"
"2013","Bulgaria","Total","From 15 to 29 years","Total","Number","1 281 927"
"2013","Bulgaria","Total","From 15 to 19 years","Total","Number","335 811"
"2013","Bulgaria","Total","From 20 to 24 years","Total","Number","457 433"
"2013","Bulgaria","Total","From 25 to 29 years","Total","Number","488 683"
"2013","Czechia","Total","From 15 to 29 years","Total","Number","1 881 844"
"2013","Czechia","Total","From 15 to 19 years","Total","Number","510 265"
"2013","Czechia","Total","From 20 to 24 years","Total","Number","660 086"
"2013","Czechia","Total","From 25 to 29 years","Total","Number","711 493"
"2013","Denmark","Total","From 15 to 29 years","Total","Number","1 040 071"
"2013","Denmark","Total","From 15 to 19 years","Total","Number","358 224"
"2013","Denmark","Total","From 20 to 24 years","Total","Number","359 625"
"2013","Denmark","Total","From 25 to 29 years","Total","Number","322 222"
"2013","Germany (until 1990 former territory of the FRG)","Total","From 15 to 29 years","Total","Number","13 716 665"
"2013","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Total","Number","4 038 105"
"2013","Germany (until 1990 former territory of the FRG)","Total","From 20 to 24 years","Total","Number","4 754 681"
"2013","Germany (until 1990 former territory of the FRG)","Total","From 25 to 29 years","Total","Number","4 923 879"
"2013","Estonia","Total","From 15 to 29 years","Total","Number","252 966"
"2013","Estonia","Total","From 15 to 19 years","Total","Number","64 021"
"2013","Estonia","Total","From 20 to 24 years","Total","Number","92 203"
"2013","Estonia","Total","From 25 to 29 years","Total","Number","96 742"
"2013","Ireland","Total","From 15 to 29 years","Total","Number","890 792"
"2013","Ireland","Total","From 15 to 19 years","Total","Number","283 640"
"2013","Ireland","Total","From 20 to 24 years","Total","Number","280 483"
"2013","Ireland","Total","From 25 to 29 years","Total","Number","326 669"
"2013","Greece","Total","From 15 to 29 years","Total","Number","1 833 140"
"2013","Greece","Total","From 15 to 19 years","Total","Number","546 182"
"2013","Greece","Total","From 20 to 24 years","Total","Number","617 353"
"2013","Greece","Total","From 25 to 29 years","Total","Number","669 605"
"2013","Spain","Total","From 15 to 29 years","Total","Number","7 508 876"
"2013","Spain","Total","From 15 to 19 years","Total","Number","2 165 609"
"2013","Spain","Total","From 20 to 24 years","Total","Number","2 443 633"
"2013","Spain","Total","From 25 to 29 years","Total","Number","2 899 634"
"2013","France","Total","From 15 to 29 years","Total","Number","11 800 721"
"2013","France","Total","From 15 to 19 years","Total","Number","3 911 515"
"2013","France","Total","From 20 to 24 years","Total","Number","3 957 404"
"2013","France","Total","From 25 to 29 years","Total","Number","3 931 802"
"2013","Croatia","Total","From 15 to 29 years","Total","Number","780 459"
"2013","Croatia","Total","From 15 to 19 years","Total","Number","246 638"
"2013","Croatia","Total","From 20 to 24 years","Total","Number","253 700"
"2013","Croatia","Total","From 25 to 29 years","Total","Number","280 121"
"2013","Italy","Total","From 15 to 29 years","Total","Number","9 162 927"
"2013","Italy","Total","From 15 to 19 years","Total","Number","2 824 461"
"2013","Italy","Total","From 20 to 24 years","Total","Number","3 086 836"
"2013","Italy","Total","From 25 to 29 years","Total","Number","3 251 630"
"2013","Cyprus","Total","From 15 to 29 years","Total","Number","204 750"
"2013","Cyprus","Total","From 15 to 19 years","Total","Number","58 570"
"2013","Cyprus","Total","From 20 to 24 years","Total","Number","71 088"
"2013","Cyprus","Total","From 25 to 29 years","Total","Number","75 092"
"2013","Latvia","Total","From 15 to 29 years","Total","Number","392 612"
"2013","Latvia","Total","From 15 to 19 years","Total","Number","99 633"
"2013","Latvia","Total","From 20 to 24 years","Total","Number","143 614"
"2013","Latvia","Total","From 25 to 29 years","Total","Number","149 365"
"2013","Lithuania","Total","From 15 to 29 years","Total","Number","597 242"
"2013","Lithuania","Total","From 15 to 19 years","Total","Number","187 705"
"2013","Lithuania","Total","From 20 to 24 years","Total","Number","214 878"
"2013","Lithuania","Total","From 25 to 29 years","Total","Number","194 659"
"2013","Luxembourg","Total","From 15 to 29 years","Total","Number","102 890"
"2013","Luxembourg","Total","From 15 to 19 years","Total","Number","32 133"
"2013","Luxembourg","Total","From 20 to 24 years","Total","Number","33 191"
"2013","Luxembourg","Total","From 25 to 29 years","Total","Number","37 566"
"2013","Hungary","Total","From 15 to 29 years","Total","Number","1 806 246"
"2013","Hungary","Total","From 15 to 19 years","Total","Number","567 039"
"2013","Hungary","Total","From 20 to 24 years","Total","Number","629 365"
"2013","Hungary","Total","From 25 to 29 years","Total","Number","609 842"
"2013","Malta","Total","From 15 to 29 years","Total","Number","86 456"
"2013","Malta","Total","From 15 to 19 years","Total","Number","25 546"
"2013","Malta","Total","From 20 to 24 years","Total","Number","30 328"
"2013","Malta","Total","From 25 to 29 years","Total","Number","30 582"
"2013","Netherlands","Total","From 15 to 29 years","Total","Number","3 072 928"
"2013","Netherlands","Total","From 15 to 19 years","Total","Number","992 851"
"2013","Netherlands","Total","From 20 to 24 years","Total","Number","1 056 687"
"2013","Netherlands","Total","From 25 to 29 years","Total","Number","1 023 390"
"2013","Austria","Total","From 15 to 29 years","Total","Number","1 571 760"
"2013","Austria","Total","From 15 to 19 years","Total","Number","480 555"
"2013","Austria","Total","From 20 to 24 years","Total","Number","538 665"
"2013","Austria","Total","From 25 to 29 years","Total","Number","552 540"
"2013","Poland","Total","From 15 to 29 years","Total","Number","7 956 342"
"2013","Poland","Total","From 15 to 19 years","Total","Number","2 205 323"
"2013","Poland","Total","From 20 to 24 years","Total","Number","2 672 816"
"2013","Poland","Total","From 25 to 29 years","Total","Number","3 078 203"
"2013","Portugal","Total","From 15 to 29 years","Total","Number","1 729 988"
"2013","Portugal","Total","From 15 to 19 years","Total","Number","551 206"
"2013","Portugal","Total","From 20 to 24 years","Total","Number","571 884"
"2013","Portugal","Total","From 25 to 29 years","Total","Number","606 898"
"2013","Romania","Total","From 15 to 29 years","Total","Number","3 709 565"
"2013","Romania","Total","From 15 to 19 years","Total","Number","1 091 355"
"2013","Romania","Total","From 20 to 24 years","Total","Number","1 273 671"
"2013","Romania","Total","From 25 to 29 years","Total","Number","1 344 539"
"2013","Slovenia","Total","From 15 to 29 years","Total","Number","354 841"
"2013","Slovenia","Total","From 15 to 19 years","Total","Number","98 467"
"2013","Slovenia","Total","From 20 to 24 years","Total","Number","117 470"
"2013","Slovenia","Total","From 25 to 29 years","Total","Number","138 904"
"2013","Slovakia","Total","From 15 to 29 years","Total","Number","1 133 410"
"2013","Slovakia","Total","From 15 to 19 years","Total","Number","316 992"
"2013","Slovakia","Total","From 20 to 24 years","Total","Number","387 925"
"2013","Slovakia","Total","From 25 to 29 years","Total","Number","428 493"
"2013","Finland","Total","From 15 to 29 years","Total","Number","1 001 766"
"2013","Finland","Total","From 15 to 19 years","Total","Number","320 713"
"2013","Finland","Total","From 20 to 24 years","Total","Number","339 758"
"2013","Finland","Total","From 25 to 29 years","Total","Number","341 295"
"2013","Sweden","Total","From 15 to 29 years","Total","Number","1 840 840"
"2013","Sweden","Total","From 15 to 19 years","Total","Number","564 627"
"2013","Sweden","Total","From 20 to 24 years","Total","Number","667 153"
"2013","Sweden","Total","From 25 to 29 years","Total","Number","609 060"
"2013","Iceland","Total","From 15 to 29 years","Total","Number","69 430"
"2013","Iceland","Total","From 15 to 19 years","Total","Number","22 803"
"2013","Iceland","Total","From 20 to 24 years","Total","Number","24 367"
"2013","Iceland","Total","From 25 to 29 years","Total","Number","22 260"
"2013","Liechtenstein","Total","From 15 to 29 years","Total","Number","6 680"
"2013","Liechtenstein","Total","From 15 to 19 years","Total","Number","2 188"
"2013","Liechtenstein","Total","From 20 to 24 years","Total","Number","2 276"
"2013","Liechtenstein","Total","From 25 to 29 years","Total","Number","2 216"
"2013","Norway","Total","From 15 to 29 years","Total","Number","996 002"
"2013","Norway","Total","From 15 to 19 years","Total","Number","326 007"
"2013","Norway","Total","From 20 to 24 years","Total","Number","338 929"
"2013","Norway","Total","From 25 to 29 years","Total","Number","331 066"
"2013","Switzerland","Total","From 15 to 29 years","Total","Number","1 473 050"
"2013","Switzerland","Total","From 15 to 19 years","Total","Number","442 704"
"2013","Switzerland","Total","From 20 to 24 years","Total","Number","498 088"
"2013","Switzerland","Total","From 25 to 29 years","Total","Number","532 258"
"2013","United Kingdom","Total","From 15 to 29 years","Total","Number","12 562 442"
"2013","United Kingdom","Total","From 15 to 19 years","Total","Number","3 904 458"
"2013","United Kingdom","Total","From 20 to 24 years","Total","Number","4 323 564"
"2013","United Kingdom","Total","From 25 to 29 years","Total","Number","4 334 420"
"2013","North Macedonia","Total","From 15 to 29 years","Total","Number",":"
"2013","North Macedonia","Total","From 15 to 19 years","Total","Number",":"
"2013","North Macedonia","Total","From 20 to 24 years","Total","Number",":"
"2013","North Macedonia","Total","From 25 to 29 years","Total","Number",":"
"2013","Albania","Total","From 15 to 29 years","Total","Number",":"
"2013","Albania","Total","From 15 to 19 years","Total","Number",":"
"2013","Albania","Total","From 20 to 24 years","Total","Number",":"
"2013","Albania","Total","From 25 to 29 years","Total","Number",":"
"2013","Serbia","Total","From 15 to 29 years","Total","Number",":"
"2013","Serbia","Total","From 15 to 19 years","Total","Number",":"
"2013","Serbia","Total","From 20 to 24 years","Total","Number",":"
"2013","Serbia","Total","From 25 to 29 years","Total","Number",":"
"2013","Turkey","Total","From 15 to 29 years","Total","Number",":"
"2013","Turkey","Total","From 15 to 19 years","Total","Number",":"
"2013","Turkey","Total","From 20 to 24 years","Total","Number",":"
"2013","Turkey","Total","From 25 to 29 years","Total","Number",":"
"2013","Andorra","Total","From 15 to 29 years","Total","Number",":"
"2013","Andorra","Total","From 15 to 19 years","Total","Number",":"
"2013","Andorra","Total","From 20 to 24 years","Total","Number",":"
"2013","Andorra","Total","From 25 to 29 years","Total","Number",":"
"2013","Ukraine","Total","From 15 to 29 years","Total","Number",":"
"2013","Ukraine","Total","From 15 to 19 years","Total","Number",":"
"2013","Ukraine","Total","From 20 to 24 years","Total","Number",":"
"2013","Ukraine","Total","From 25 to 29 years","Total","Number",":"
"2013","Montenegro","Total","From 15 to 29 years","Total","Number",":"
"2013","Montenegro","Total","From 15 to 19 years","Total","Number",":"
"2013","Montenegro","Total","From 20 to 24 years","Total","Number",":"
"2013","Montenegro","Total","From 25 to 29 years","Total","Number",":"
"2014","Belgium","Total","From 15 to 29 years","Total","Number","2 040 154"
"2014","Belgium","Total","From 15 to 19 years","Total","Number","629 626"
"2014","Belgium","Total","From 20 to 24 years","Total","Number","701 351"
"2014","Belgium","Total","From 25 to 29 years","Total","Number","709 177"
"2014","Bulgaria","Total","From 15 to 29 years","Total","Number","1 240 836"
"2014","Bulgaria","Total","From 15 to 19 years","Total","Number","318 714"
"2014","Bulgaria","Total","From 20 to 24 years","Total","Number","433 186"
"2014","Bulgaria","Total","From 25 to 29 years","Total","Number","488 936"
"2014","Czechia","Total","From 15 to 29 years","Total","Number","1 829 647"
"2014","Czechia","Total","From 15 to 19 years","Total","Number","479 874"
"2014","Czechia","Total","From 20 to 24 years","Total","Number","645 014"
"2014","Czechia","Total","From 25 to 29 years","Total","Number","704 759"
"2014","Denmark","Total","From 15 to 29 years","Total","Number","1 058 727"
"2014","Denmark","Total","From 15 to 19 years","Total","Number","356 746"
"2014","Denmark","Total","From 20 to 24 years","Total","Number","368 274"
"2014","Denmark","Total","From 25 to 29 years","Total","Number","333 707"
"2014","Germany (until 1990 former territory of the FRG)","Total","From 15 to 29 years","Total","Number","13 748 954"
"2014","Germany (until 1990 former territory of the FRG)","Total","From 15 to 19 years","Total","Number","4 040 497"
"2014","Germany (until 1990 former territory of the FRG)","Total","From 20 to 24 years","Total","Number","4 662 031"
"2014","Germany (until 1990 former territory of the FRG)","Total","From 25 to 29 years","Total","Number","5 046 426"
"2014","Estonia","Total","From 15 to 29 years","Total","Number","244 461"
"2014","Estonia","Total","From 15 to 19 years","Total","Number","61 311"
"2014","Estonia","Total","From 20 to 24 years","Total","Number","85 651"
"2014","Estonia","Total","From 25 to 29 years","Total","Number","97 499"
"2014","Ireland","Total","From 15 to 29 years","Total","Number","875 986"
"2014","Ireland","Total","From 15 to 19 years","Total","Number","289 110"
"2014","Ireland","Total","From 20 to 24 years","Total","Number","277 122"
"2014","Ireland","Total","From 25 to 29 years","Total","Number","309 754"
"2014","Greece","Total","From 15 to 29 years","Total","Number","1 771 033"
"2014","Greece","Total","From 15 to 19 years","Total","Number","544 020"
"2014","Greece","Total","From 20 to 24 years","Total","Number","592 862"
"2014","Greece","Total","From 25 to 29 years","Total","Number","634 151"
"2014","Spain","Total","From 15 to 29 years","Total","Number","7 264 495"
"2014","Spain","Total","From 15 to 19 years","Total","Number","2 140 570"
"2014","Spain","Total","From 20 to 24 years","Total","Number","2 374 617"
"2014","Spain","Total","From 25 to 29 years","Total","Number","2 749 308"
"2014","France","Total","From 15 to 29 years","Total","Number","11 849 220"
"2014","France","Total","From 15 to 19 years","Total","Number","3 976 653"
"2014","France","Total","From 20 to 24 years","Total","Number","3 903 097"
"2014","France","Total","From 25 to 29 years","Total","Number","3 969 470"
"2014","Croatia","Total","From 15 to 29 years","Total","Number","770 604"
"2014","Croatia","Total","From 15 to 19 years","Total","Number","245 481"
"2014","Croatia","Total","From 20 to 24 years","Total","Number","249 756"
"2014","Croatia","Total","From 25 to 29 years","Total","Number","275 367"
"2014","Italy","Total","From 15 to 29 years","Total","Number","9 280 355"
"2014","Italy","Total","From 15 to 19 years","Total","Number","2 862 527"
"2014","Italy","Total","From 20 to 24 years","Total","Number","3 114 713"
"2014","Italy","Total","From 25 to 29 years","Total","Number","3 303 115"
"2014","Cyprus","Total","From 15 to 29 years","Total","Number","194 949"
"2014","Cyprus","Total","From 15 to 19 years","Total","Number","54 851"
"2014","Cyprus","Total","From 20 to 24 years","Total","Number","67 452"
"2014","Cyprus","Total","From 25 to 29 years","Total","Number","72 646"
"2014","Latvia","Total","From 15 to 29 years","Total","Number","373 082"
"2014","Latvia","Total","From 15 to 19 years","Total","Number","91 835"
"2014","Latvia","Total","From 20 to 24 years","Total","Number","134 223"
"2014","Latvia","Total","From 25 to 29 years","Total","Number","147 024"
"2014","Lithuania","Total","From 15 to 29 years","Total","Number","584 701"
"2014","Lithuania","Total","From 15 to 19 years","Total","Number","177 196"
"2014","Lithuania","Total","From 20 to 24 years","Total","Number","213 059"
"2014","Lithuania","Total","From 25 to 29 years","Total","Number","194 446"
"2014","Luxembourg","Total","From 15 to 29 years","Total","Number","105 106"
"2014","Luxembourg","Total","From 15 to 19 years","Total","Number","32 451"
"2014","Luxembourg","Total","From 20 to 24 years","Total","Number","33 715"
"2014","Luxembourg","Total","From 25 to 29 years","Total","Number","38 940"
"2014","Hungary","Total","From 15 to 29 years","Total","Number","1 782 855"
"2014","Hungary","Total","From 15 to 19 years","Total","Number","544 715"
"2014","Hungary","Total","From 20 to 24 years","Total","Number","628 054"
"2014","Hungary","Total","From 25 to 29 years","Total","Number","610 086"
"2014","Malta","Total","From 15 to 29 years","Total","Number","87 226"
"2014","Malta","Total","From 15 to 19 years","Total","Number","25 091"
"2014","Malta","Total","From 20 to 24 years","Total","Number","30 509"
"2014","Malta","Total","From 25 to 29 years","Total","Number","31 626"
"2014","Netherlands","Total","From 15 to 29 years","Total","Number","3 095 053"
"2014","Netherlands","Total","From 15 to 19 years","Total","Number","995 966"
"2014","Netherlands","Total","From 20 to 24 years","Total","Number","1 062 309"
"2014","Netherlands","Total","From 25 to 29 years","Total","Number","1 036 778"
"2014","Austria","Total","From 15 to 29 years","Total","Number","1 574 290"
"2014","Austria","Total","From 15 to 19 years","Total","Number","470 104"
"2014","Austria","Total","From 20 to 24 years","Total","Number","544 207"
"2014","Austria","Total","From 25 to 29 years","Total","Number","559 979"
"2014","Poland","Total","From 15 to 29 years","Total","Number","7 675 900"
"2014","Poland","Total","From 15 to 19 years","Total","Number","2 110 235"
"2014","Poland","Total","From 20 to 24 years","Total","Number","2 591 796"
"2014","Poland","Total","From 25 to 29 years","Total","Number","2 973 869"
"2014","Portugal","Total","From 15 to 29 years","Total","Number","1 696 616"
"2014","Portugal","Total","From 15 to 19 years","Total","Number","547 470"
"2014","Portugal","Total","From 20 to 24 years","Total","Number","563 404"
"2014","Portugal","Total","From 25 to 29 years","Total","Number","585 742"
"2014","Romania","Total","From 15 to 29 years","Total","Number","3 672 898"
"2014","Romania","Total","From 15 to 19 years","Total","Number","1 087 426"
"2014","Romania","Total","From 20 to 24 years","Total","Number","1 193 062"
"2014","Romania","Total","From 25 to 29 years","Total","Number","1 392 410"
"2014","Slovenia","Total","From 15 to 29 years","Total","Number","345 292"
"2014","Slovenia","Total","From 15 to 19 years","Total","Number","96 814"
"2014","Slovenia","Total","From 20 to 24 years","Total","Number","111 679"
"2014","Slovenia","Total","From 25 to 29 years","Total","Number","136 799"
"2014","Slovakia","Total","From 15 to 29 years","Total","Number","1 102 840"
"2014","Slovakia","Total","From 15 to 19 years","Total","Number","301 908"
"2014","Slovakia","Total","From 20 to 24 years","Total","Number","379 845"
"2014","Slovakia","Total","From 25 to 29 years","Total","Number","421 087"
"2014","Finland","Total","From 15 to 29 years","Total","Number","994 351"
