"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2013","France","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","351"
"2013","France","Number","Tertiary education (levels 5-8)","Transport services","Total","734"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Total","Total","500"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Education","Total","6"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","87"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","39"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","88"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","8"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","7"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","14"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","8"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","12"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","31"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","167"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Services","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2013","Croatia","Number","Tertiary education (levels 5-8)","Transport services","Total","12"
"2013","Italy","Number","Tertiary education (levels 5-8)","Total","Total","82,585"
"2013","Italy","Number","Tertiary education (levels 5-8)","Education","Total","1,593"
"2013","Italy","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","17,163"
"2013","Italy","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","10,434"
"2013","Italy","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","15,284"
"2013","Italy","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","858"
"2013","Italy","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,388"
"2013","Italy","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","7,252"
"2013","Italy","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,515"
"2013","Italy","Number","Tertiary education (levels 5-8)","Health and welfare","Total","12,168"
"2013","Italy","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Services","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2013","Italy","Number","Tertiary education (levels 5-8)","Transport services","Total","6"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Total","Total","4,756"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Education","Total","409"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","154"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","138"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","3,523"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","37"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Environment","Total","0"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Physical sciences","Total","5"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","8"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","134"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","221"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","105"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","0"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","110"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","3"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Health and welfare","Total","101"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Dental studies","Total","0"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","5"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","2"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Services","Total","36"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","5"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","25"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","6"
"2013","Cyprus","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Total","Total","3,505"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Education","Total","49"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","267"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","347"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,132"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","20"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Environment","Total","0"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","0"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","3"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","125"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","194"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","138"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","3"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","39"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","2"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","951"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Dental studies","Total","81"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2013","Latvia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
