TIME,SEX,COUNTRY,SIZECLAS,VALUE
2018,Females,Latvia,Professional scientific and technical activities,1506
2018,Females,Latvia,Administrative and support service activities,929
2018,Females,Latvia,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,1043
2018,Females,Latvia,Public administration and defence; compulsory social security,1211
2018,Females,Latvia,Education; human health and social work activities; arts entertainment and recreation; other service activities,1001
2018,Females,Latvia,Education,856
2018,Females,Latvia,Human health and social work activities,1265
2018,Females,Latvia,Arts entertainment and recreation,853
2018,Females,Latvia,Other service activities,1029
2018,Females,Lithuania,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),910
2018,Females,Lithuania,Industry construction and services (except public administration defense compulsory social security),894
2018,Females,Lithuania,Business economy,881
2018,Females,Lithuania,Industry and construction,860
2018,Females,Lithuania,Industry (except construction),851
2018,Females,Lithuania,Mining and quarrying,1119
2018,Females,Lithuania,Manufacturing,843
2018,Females,Lithuania,Electricity gas steam and air conditioning supply,1091
2018,Females,Lithuania,Water supply; sewerage waste management and remediation activities,857
2018,Females,Lithuania,Construction,946
2018,Females,Lithuania,Services (except activities of households as employers and extra-territorial organisations and bodies),921
2018,Females,Lithuania,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),903
2018,Females,Lithuania,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,836
2018,Females,Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,784
2018,Females,Lithuania,Transportation and storage,969
2018,Females,Lithuania,Accommodation and food service activities,662
2018,Females,Lithuania,Information and communication,1352
2018,Females,Lithuania,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1030
2018,Females,Lithuania,Financial and insurance activities,1437
2018,Females,Lithuania,Real estate activities,806
2018,Females,Lithuania,Professional scientific and technical activities,1217
2018,Females,Lithuania,Administrative and support service activities,747
2018,Females,Lithuania,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,944
2018,Females,Lithuania,Public administration and defence; compulsory social security,1094
2018,Females,Lithuania,Education; human health and social work activities; arts entertainment and recreation; other service activities,913
2018,Females,Lithuania,Education,861
2018,Females,Lithuania,Human health and social work activities,1013
2018,Females,Lithuania,Arts entertainment and recreation,744
2018,Females,Lithuania,Other service activities,792
2018,Females,Luxembourg,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),4601
2018,Females,Luxembourg,Industry construction and services (except public administration defense compulsory social security),4528
2018,Females,Luxembourg,Business economy,3961
2018,Females,Luxembourg,Industry and construction,3668
2018,Females,Luxembourg,Industry (except construction),3697
2018,Females,Luxembourg,Mining and quarrying,0
2018,Females,Luxembourg,Manufacturing,3563
2018,Females,Luxembourg,Electricity gas steam and air conditioning supply,0
2018,Females,Luxembourg,Water supply; sewerage waste management and remediation activities,4241
2018,Females,Luxembourg,Construction,3613
2018,Females,Luxembourg,Services (except activities of households as employers and extra-territorial organisations and bodies),4666
2018,Females,Luxembourg,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),4590
2018,Females,Luxembourg,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,3266
2018,Females,Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,3025
2018,Females,Luxembourg,Transportation and storage,3994
2018,Females,Luxembourg,Accommodation and food service activities,2563
2018,Females,Luxembourg,Information and communication,4537
2018,Females,Luxembourg,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,4490
2018,Females,Luxembourg,Financial and insurance activities,5571
2018,Females,Luxembourg,Real estate activities,3879
2018,Females,Luxembourg,Professional scientific and technical activities,4670
2018,Females,Luxembourg,Administrative and support service activities,2778
2018,Females,Luxembourg,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,5800
2018,Females,Luxembourg,Public administration and defence; compulsory social security,6706
2018,Females,Luxembourg,Education; human health and social work activities; arts entertainment and recreation; other service activities,5703
2018,Females,Luxembourg,Education,7469
2018,Females,Luxembourg,Human health and social work activities,5076
2018,Females,Luxembourg,Arts entertainment and recreation,5124
2018,Females,Luxembourg,Other service activities,3802
2018,Females,Hungary,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),893
2018,Females,Hungary,Industry construction and services (except public administration defense compulsory social security),908
2018,Females,Hungary,Business economy,917
2018,Females,Hungary,Industry and construction,855
2018,Females,Hungary,Industry (except construction),854
2018,Females,Hungary,Mining and quarrying,861
2018,Females,Hungary,Manufacturing,837
2018,Females,Hungary,Electricity gas steam and air conditioning supply,1260
2018,Females,Hungary,Water supply; sewerage waste management and remediation activities,889
2018,Females,Hungary,Construction,856
2018,Females,Hungary,Services (except activities of households as employers and extra-territorial organisations and bodies),901
2018,Females,Hungary,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),922
2018,Females,Hungary,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,874
2018,Females,Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,830
2018,Females,Hungary,Transportation and storage,931
2018,Females,Hungary,Accommodation and food service activities,634
2018,Females,Hungary,Information and communication,1356
2018,Females,Hungary,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1082
2018,Females,Hungary,Financial and insurance activities,1405
2018,Females,Hungary,Real estate activities,881
2018,Females,Hungary,Professional scientific and technical activities,1220
2018,Females,Hungary,Administrative and support service activities,787
2018,Females,Hungary,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,870
2018,Females,Hungary,Public administration and defence; compulsory social security,824
2018,Females,Hungary,Education; human health and social work activities; arts entertainment and recreation; other service activities,894
2018,Females,Hungary,Education,926
2018,Females,Hungary,Human health and social work activities,873
2018,Females,Hungary,Arts entertainment and recreation,770
2018,Females,Hungary,Other service activities,630
2018,Females,Malta,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),1918
2018,Females,Malta,Industry construction and services (except public administration defense compulsory social security),1905
2018,Females,Malta,Business economy,1814
2018,Females,Malta,Industry and construction,1660
2018,Females,Malta,Industry (except construction),1666
2018,Females,Malta,Mining and quarrying,0
2018,Females,Malta,Manufacturing,1661
2018,Females,Malta,Electricity gas steam and air conditioning supply,0
2018,Females,Malta,Water supply; sewerage waste management and remediation activities,0
2018,Females,Malta,Construction,1600
2018,Females,Malta,Services (except activities of households as employers and extra-territorial organisations and bodies),1940
2018,Females,Malta,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1928
2018,Females,Malta,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,1802
2018,Females,Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,1694
2018,Females,Malta,Transportation and storage,2185
2018,Females,Malta,Accommodation and food service activities,1596
2018,Females,Malta,Information and communication,2237
2018,Females,Malta,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1880
2018,Females,Malta,Financial and insurance activities,2353
2018,Females,Malta,Real estate activities,1844
2018,Females,Malta,Professional scientific and technical activities,2152
2018,Females,Malta,Administrative and support service activities,1483
2018,Females,Malta,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,2045
2018,Females,Malta,Public administration and defence; compulsory social security,2111
2018,Females,Malta,Education; human health and social work activities; arts entertainment and recreation; other service activities,2035
2018,Females,Malta,Education,1902
2018,Females,Malta,Human health and social work activities,2125
2018,Females,Malta,Arts entertainment and recreation,2451
2018,Females,Malta,Other service activities,1507
2018,Females,Netherlands,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),2804
2018,Females,Netherlands,Industry construction and services (except public administration defense compulsory social security),2742
2018,Females,Netherlands,Business economy,2481
2018,Females,Netherlands,Industry and construction,2923
2018,Females,Netherlands,Industry (except construction),2887
2018,Females,Netherlands,Mining and quarrying,4479
2018,Females,Netherlands,Manufacturing,2830
2018,Females,Netherlands,Electricity gas steam and air conditioning supply,3959
2018,Females,Netherlands,Water supply; sewerage waste management and remediation activities,2997
2018,Females,Netherlands,Construction,3145
2018,Females,Netherlands,Services (except activities of households as employers and extra-territorial organisations and bodies),2797
2018,Females,Netherlands,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),2731
2018,Females,Netherlands,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,2203
2018,Females,Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,2066
2018,Females,Netherlands,Transportation and storage,2762
2018,Females,Netherlands,Accommodation and food service activities,1767
2018,Females,Netherlands,Information and communication,3533
2018,Females,Netherlands,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,2688
2018,Females,Netherlands,Financial and insurance activities,3953
2018,Females,Netherlands,Real estate activities,3383
2018,Females,Netherlands,Professional scientific and technical activities,3480
2018,Females,Netherlands,Administrative and support service activities,2174
2018,Females,Netherlands,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,3132
2018,Females,Netherlands,Public administration and defence; compulsory social security,3733
2018,Females,Netherlands,Education; human health and social work activities; arts entertainment and recreation; other service activities,3047
2018,Females,Netherlands,Education,3509
2018,Females,Netherlands,Human health and social work activities,2929
2018,Females,Netherlands,Arts entertainment and recreation,2517
2018,Females,Netherlands,Other service activities,3040
2018,Females,Austria,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),0
2018,Females,Austria,Industry construction and services (except public administration defense compulsory social security),2623
2018,Females,Austria,Business economy,2558
2018,Females,Austria,Industry and construction,2762
2018,Females,Austria,Industry (except construction),2763
2018,Females,Austria,Mining and quarrying,3164
2018,Females,Austria,Manufacturing,2735
2018,Females,Austria,Electricity gas steam and air conditioning supply,3961
2018,Females,Austria,Water supply; sewerage waste management and remediation activities,2592
2018,Females,Austria,Construction,2757
2018,Females,Austria,Services (except activities of households as employers and extra-territorial organisations and bodies),0
2018,Females,Austria,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),2598
2018,Females,Austria,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,2326
2018,Females,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,2315
2018,Females,Austria,Transportation and storage,2665
2018,Females,Austria,Accommodation and food service activities,1850
2018,Females,Austria,Information and communication,3469
2018,Females,Austria,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,2829
2018,Females,Austria,Financial and insurance activities,3655
2018,Females,Austria,Real estate activities,2914
2018,Females,Austria,Professional scientific and technical activities,3166
2018,Females,Austria,Administrative and support service activities,2102
2018,Females,Austria,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,0
2018,Females,Austria,Public administration and defence; compulsory social security,0
2018,Females,Austria,Education; human health and social work activities; arts entertainment and recreation; other service activities,2814
2018,Females,Austria,Education,2953
2018,Females,Austria,Human health and social work activities,2881
2018,Females,Austria,Arts entertainment and recreation,2476
2018,Females,Austria,Other service activities,2412
2018,Females,Poland,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),1007
2018,Females,Poland,Industry construction and services (except public administration defense compulsory social security),999
2018,Females,Poland,Business economy,1012
2018,Females,Poland,Industry and construction,951
2018,Females,Poland,Industry (except construction),939
2018,Females,Poland,Mining and quarrying,1231
2018,Females,Poland,Manufacturing,917
2018,Females,Poland,Electricity gas steam and air conditioning supply,1480
2018,Females,Poland,Water supply; sewerage waste management and remediation activities,993
2018,Females,Poland,Construction,1134
2018,Females,Poland,Services (except activities of households as employers and extra-territorial organisations and bodies),1021
2018,Females,Poland,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1012
2018,Females,Poland,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,953
2018,Females,Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,884
2018,Females,Poland,Transportation and storage,1043
2018,Females,Poland,Accommodation and food service activities,746
2018,Females,Poland,Information and communication,1602
2018,Females,Poland,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1220
2018,Females,Poland,Financial and insurance activities,1543
2018,Females,Poland,Real estate activities,1010
2018,Females,Poland,Professional scientific and technical activities,1414
2018,Females,Poland,Administrative and support service activities,772
2018,Females,Poland,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,999
2018,Females,Poland,Public administration and defence; compulsory social security,1096
2018,Females,Poland,Education; human health and social work activities; arts entertainment and recreation; other service activities,976
2018,Females,Poland,Education,957
2018,Females,Poland,Human health and social work activities,1031
2018,Females,Poland,Arts entertainment and recreation,883
2018,Females,Poland,Other service activities,738
2018,Females,Portugal,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),0
2018,Females,Portugal,Industry construction and services (except public administration defense compulsory social security),1217
2018,Females,Portugal,Business economy,1085
2018,Females,Portugal,Industry and construction,979
2018,Females,Portugal,Industry (except construction),970
2018,Females,Portugal,Mining and quarrying,1428
2018,Females,Portugal,Manufacturing,946
2018,Females,Portugal,Electricity gas steam and air conditioning supply,2914
2018,Females,Portugal,Water supply; sewerage waste management and remediation activities,1339
2018,Females,Portugal,Construction,1115
2018,Females,Portugal,Services (except activities of households as employers and extra-territorial organisations and bodies),0
2018,Females,Portugal,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1274
2018,Females,Portugal,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,1078
2018,Females,Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,1039
2018,Females,Portugal,Transportation and storage,1590
2018,Females,Portugal,Accommodation and food service activities,832
2018,Females,Portugal,Information and communication,1852
2018,Females,Portugal,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1220
2018,Females,Portugal,Financial and insurance activities,2170
2018,Females,Portugal,Real estate activities,1423
2018,Females,Portugal,Professional scientific and technical activities,1610
2018,Females,Portugal,Administrative and support service activities,865
2018,Females,Portugal,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,0
2018,Females,Portugal,Public administration and defence; compulsory social security,0
2018,Females,Portugal,Education; human health and social work activities; arts entertainment and recreation; other service activities,1427
2018,Females,Portugal,Education,1819
2018,Females,Portugal,Human health and social work activities,1179
2018,Females,Portugal,Arts entertainment and recreation,1167
2018,Females,Portugal,Other service activities,1075
2018,Females,Romania,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),964
2018,Females,Romania,Industry construction and services (except public administration defense compulsory social security),937
2018,Females,Romania,Business economy,832
2018,Females,Romania,Industry and construction,727
2018,Females,Romania,Industry (except construction),721
2018,Females,Romania,Mining and quarrying,1330
2018,Females,Romania,Manufacturing,702
2018,Females,Romania,Electricity gas steam and air conditioning supply,1107
2018,Females,Romania,Water supply; sewerage waste management and remediation activities,761
2018,Females,Romania,Construction,842
2018,Females,Romania,Services (except activities of households as employers and extra-territorial organisations and bodies),1064
2018,Females,Romania,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1036
2018,Females,Romania,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,841
2018,Females,Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,763
2018,Females,Romania,Transportation and storage,843
2018,Females,Romania,Accommodation and food service activities,548
2018,Females,Romania,Information and communication,1524
2018,Females,Romania,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1078
2018,Females,Romania,Financial and insurance activities,1279
2018,Females,Romania,Real estate activities,777
2018,Females,Romania,Professional scientific and technical activities,1301
2018,Females,Romania,Administrative and support service activities,834
2018,Females,Romania,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,1228
2018,Females,Romania,Public administration and defence; compulsory social security,1279
2018,Females,Romania,Education; human health and social work activities; arts entertainment and recreation; other service activities,1211
2018,Females,Romania,Education,1107
2018,Females,Romania,Human health and social work activities,1419
2018,Females,Romania,Arts entertainment and recreation,764
2018,Females,Romania,Other service activities,655
2018,Females,Slovenia,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),1637
2018,Females,Slovenia,Industry construction and services (except public administration defense compulsory social security),1610
2018,Females,Slovenia,Business economy,1549
2018,Females,Slovenia,Industry and construction,1513
2018,Females,Slovenia,Industry (except construction),1501
2018,Females,Slovenia,Mining and quarrying,2010
2018,Females,Slovenia,Manufacturing,1465
2018,Females,Slovenia,Electricity gas steam and air conditioning supply,2359
2018,Females,Slovenia,Water supply; sewerage waste management and remediation activities,1883
2018,Females,Slovenia,Construction,1814
2018,Females,Slovenia,Services (except activities of households as employers and extra-territorial organisations and bodies),1670
2018,Females,Slovenia,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1639
2018,Females,Slovenia,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,1489
2018,Females,Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,1404
2018,Females,Slovenia,Transportation and storage,1791
2018,Females,Slovenia,Accommodation and food service activities,1258
2018,Females,Slovenia,Information and communication,2113
2018,Females,Slovenia,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1725
2018,Females,Slovenia,Financial and insurance activities,2117
2018,Females,Slovenia,Real estate activities,1646
2018,Females,Slovenia,Professional scientific and technical activities,2092
2018,Females,Slovenia,Administrative and support service activities,1116
2018,Females,Slovenia,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,1750
2018,Females,Slovenia,Public administration and defence; compulsory social security,1914
2018,Females,Slovenia,Education; human health and social work activities; arts entertainment and recreation; other service activities,1709
2018,Females,Slovenia,Education,1705
2018,Females,Slovenia,Human health and social work activities,1718
2018,Females,Slovenia,Arts entertainment and recreation,1775
2018,Females,Slovenia,Other service activities,1485
2018,Females,Slovakia,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),1025
2018,Females,Slovakia,Industry construction and services (except public administration defense compulsory social security),1024
2018,Females,Slovakia,Business economy,1031
2018,Females,Slovakia,Industry and construction,987
2018,Females,Slovakia,Industry (except construction),989
2018,Females,Slovakia,Mining and quarrying,938
2018,Females,Slovakia,Manufacturing,978
2018,Females,Slovakia,Electricity gas steam and air conditioning supply,1417
2018,Females,Slovakia,Water supply; sewerage waste management and remediation activities,971
2018,Females,Slovakia,Construction,967
2018,Females,Slovakia,Services (except activities of households as employers and extra-territorial organisations and bodies),1035
2018,Females,Slovakia,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),1036
2018,Females,Slovakia,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,982
2018,Females,Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,966
2018,Females,Slovakia,Transportation and storage,960
2018,Females,Slovakia,Accommodation and food service activities,740
2018,Females,Slovakia,Information and communication,1547
2018,Females,Slovakia,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,1207
2018,Females,Slovakia,Financial and insurance activities,1519
2018,Females,Slovakia,Real estate activities,978
2018,Females,Slovakia,Professional scientific and technical activities,1378
2018,Females,Slovakia,Administrative and support service activities,870
2018,Females,Slovakia,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,1016
2018,Females,Slovakia,Public administration and defence; compulsory social security,1031
2018,Females,Slovakia,Education; human health and social work activities; arts entertainment and recreation; other service activities,1011
2018,Females,Slovakia,Education,991
2018,Females,Slovakia,Human health and social work activities,1067
2018,Females,Slovakia,Arts entertainment and recreation,900
2018,Females,Slovakia,Other service activities,858
2018,Females,Finland,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),3071
2018,Females,Finland,Industry construction and services (except public administration defense compulsory social security),3047
2018,Females,Finland,Business economy,3051
2018,Females,Finland,Industry and construction,3407
2018,Females,Finland,Industry (except construction),3428
2018,Females,Finland,Mining and quarrying,3427
2018,Females,Finland,Manufacturing,3416
2018,Females,Finland,Electricity gas steam and air conditioning supply,3858
2018,Females,Finland,Water supply; sewerage waste management and remediation activities,3166
2018,Females,Finland,Construction,3278
2018,Females,Finland,Services (except activities of households as employers and extra-territorial organisations and bodies),3039
2018,Females,Finland,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),3010
2018,Females,Finland,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,2874
2018,Females,Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,2770
2018,Females,Finland,Transportation and storage,3067
2018,Females,Finland,Accommodation and food service activities,2386
2018,Females,Finland,Information and communication,4019
2018,Females,Finland,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,3097
2018,Females,Finland,Financial and insurance activities,3732
2018,Females,Finland,Real estate activities,3189
2018,Females,Finland,Professional scientific and technical activities,3617
2018,Females,Finland,Administrative and support service activities,2434
2018,Females,Finland,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,3087
2018,Females,Finland,Public administration and defence; compulsory social security,3383
2018,Females,Finland,Education; human health and social work activities; arts entertainment and recreation; other service activities,3043
2018,Females,Finland,Education,3398
2018,Females,Finland,Human health and social work activities,2952
2018,Females,Finland,Arts entertainment and recreation,2775
2018,Females,Finland,Other service activities,2856
2018,Females,Sweden,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),3260
2018,Females,Sweden,Industry construction and services (except public administration defense compulsory social security),3248
2018,Females,Sweden,Business economy,3430
2018,Females,Sweden,Industry and construction,3672
2018,Females,Sweden,Industry (except construction),3672
2018,Females,Sweden,Mining and quarrying,3866
2018,Females,Sweden,Manufacturing,3652
2018,Females,Sweden,Electricity gas steam and air conditioning supply,4000
2018,Females,Sweden,Water supply; sewerage waste management and remediation activities,3547
2018,Females,Sweden,Construction,3671
2018,Females,Sweden,Services (except activities of households as employers and extra-territorial organisations and bodies),3227
2018,Females,Sweden,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),3213
2018,Females,Sweden,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,3214
2018,Females,Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,3179
2018,Females,Sweden,Transportation and storage,3247
2018,Females,Sweden,Accommodation and food service activities,2621
2018,Females,Sweden,Information and communication,4219
2018,Females,Sweden,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,3609
2018,Females,Sweden,Financial and insurance activities,4394
2018,Females,Sweden,Real estate activities,3622
2018,Females,Sweden,Professional scientific and technical activities,3993
2018,Females,Sweden,Administrative and support service activities,3026
2018,Females,Sweden,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,3155
2018,Females,Sweden,Public administration and defence; compulsory social security,3570
2018,Females,Sweden,Education; human health and social work activities; arts entertainment and recreation; other service activities,3128
2018,Females,Sweden,Education,3124
2018,Females,Sweden,Human health and social work activities,3128
2018,Females,Sweden,Arts entertainment and recreation,2934
2018,Females,Sweden,Other service activities,3283
2018,Females,Iceland,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),4528
2018,Females,Iceland,Industry construction and services (except public administration defense compulsory social security),4466
2018,Females,Iceland,Business economy,4401
2018,Females,Iceland,Industry and construction,4565
2018,Females,Iceland,Industry (except construction),4530
2018,Females,Iceland,Mining and quarrying,0
2018,Females,Iceland,Manufacturing,4389
2018,Females,Iceland,Electricity gas steam and air conditioning supply,6182
2018,Females,Iceland,Water supply; sewerage waste management and remediation activities,4343
2018,Females,Iceland,Construction,5097
2018,Females,Iceland,Services (except activities of households as employers and extra-territorial organisations and bodies),4525
2018,Females,Iceland,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),4456
2018,Females,Iceland,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,4168
2018,Females,Iceland,Wholesale and retail trade; repair of motor vehicles and motorcycles,4776
2018,Females,Iceland,Transportation and storage,4316
2018,Females,Iceland,Accommodation and food service activities,3256
2018,Females,Iceland,Information and communication,5032
2018,Females,Iceland,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,6053
2018,Females,Iceland,Financial and insurance activities,6053
2018,Females,Iceland,Real estate activities,0
2018,Females,Iceland,Professional scientific and technical activities,0
2018,Females,Iceland,Administrative and support service activities,0
2018,Females,Iceland,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,4643
2018,Females,Iceland,Public administration and defence; compulsory social security,5456
2018,Females,Iceland,Education; human health and social work activities; arts entertainment and recreation; other service activities,4533
2018,Females,Iceland,Education,4120
2018,Females,Iceland,Human health and social work activities,4915
2018,Females,Iceland,Arts entertainment and recreation,0
2018,Females,Iceland,Other service activities,0
2018,Females,Norway,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),4360
2018,Females,Norway,Industry construction and services (except public administration defense compulsory social security),4327
2018,Females,Norway,Business economy,4306
2018,Females,Norway,Industry and construction,5126
2018,Females,Norway,Industry (except construction),5233
2018,Females,Norway,Mining and quarrying,7775
2018,Females,Norway,Manufacturing,4598
2018,Females,Norway,Electricity gas steam and air conditioning supply,5869
2018,Females,Norway,Water supply; sewerage waste management and remediation activities,4658
2018,Females,Norway,Construction,4707
2018,Females,Norway,Services (except activities of households as employers and extra-territorial organisations and bodies),4303
2018,Females,Norway,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),4262
2018,Females,Norway,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,3830
2018,Females,Norway,Wholesale and retail trade; repair of motor vehicles and motorcycles,3679
2018,Females,Norway,Transportation and storage,4465
2018,Females,Norway,Accommodation and food service activities,3067
2018,Females,Norway,Information and communication,5631
2018,Females,Norway,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,4683
2018,Females,Norway,Financial and insurance activities,5637
2018,Females,Norway,Real estate activities,5018
2018,Females,Norway,Professional scientific and technical activities,5301
2018,Females,Norway,Administrative and support service activities,3759
2018,Females,Norway,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,4394
2018,Females,Norway,Public administration and defence; compulsory social security,4780
2018,Females,Norway,Education; human health and social work activities; arts entertainment and recreation; other service activities,4342
2018,Females,Norway,Education,4527
2018,Females,Norway,Human health and social work activities,4319
2018,Females,Norway,Arts entertainment and recreation,3693
2018,Females,Norway,Other service activities,4210
2018,Females,Switzerland,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),5892
2018,Females,Switzerland,Industry construction and services (except public administration defense compulsory social security),5889
2018,Females,Switzerland,Business economy,5728
2018,Females,Switzerland,Industry and construction,5635
2018,Females,Switzerland,Industry (except construction),5631
2018,Females,Switzerland,Mining and quarrying,5672
2018,Females,Switzerland,Manufacturing,5593
2018,Females,Switzerland,Electricity gas steam and air conditioning supply,6840
2018,Females,Switzerland,Water supply; sewerage waste management and remediation activities,6046
2018,Females,Switzerland,Construction,5662
2018,Females,Switzerland,Services (except activities of households as employers and extra-territorial organisations and bodies),5934
2018,Females,Switzerland,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),5931
2018,Females,Switzerland,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,5293
2018,Females,Switzerland,Wholesale and retail trade; repair of motor vehicles and motorcycles,5336
2018,Females,Switzerland,Transportation and storage,5441
2018,Females,Switzerland,Accommodation and food service activities,4316
2018,Females,Switzerland,Information and communication,6929
2018,Females,Switzerland,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,6359
2018,Females,Switzerland,Financial and insurance activities,7515
2018,Females,Switzerland,Real estate activities,6021
2018,Females,Switzerland,Professional scientific and technical activities,7049
2018,Females,Switzerland,Administrative and support service activities,4783
2018,Females,Switzerland,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,6170
2018,Females,Switzerland,Public administration and defence; compulsory social security,7288
2018,Females,Switzerland,Education; human health and social work activities; arts entertainment and recreation; other service activities,6164
2018,Females,Switzerland,Education,7226
